ROI;Condition;Subject;Volume;Vertices;PSC
V2;BRIGHT_SQUARE;0;3;12379.0;-0.003062362020665949
V2;BRIGHT_SQUARE;0;4;12379.0;-0.006411146033893932
V2;BRIGHT_SQUARE;0;5;12379.0;-0.005529891360889782
V2;BRIGHT_SQUARE;0;6;12379.0;-0.004942390051755038
V2;BRIGHT_SQUARE;0;7;12379.0;-0.003826119683005593
V2;BRIGHT_SQUARE;0;8;12379.0;-0.0002423362298445268
V2;BRIGHT_SQUARE;0;9;12379.0;-0.0006536028601906517
V2;BRIGHT_SQUARE;0;10;12379.0;0.0005214105952869762
V2;BRIGHT_SQUARE;1;0;5775.0;0.0016214305704290216
V2;BRIGHT_SQUARE;1;1;5775.0;0.002314036542719061
V2;BRIGHT_SQUARE;1;2;5775.0;0.003006685863841664
V2;BRIGHT_SQUARE;1;3;5775.0;0.0022510940378362484
V2;BRIGHT_SQUARE;1;4;5775.0;-0.0014639876105568626
V2;BRIGHT_SQUARE;1;5;5775.0;0.0030696608803488993
V2;BRIGHT_SQUARE;1;6;5775.0;0.005903189832513983
V2;BRIGHT_SQUARE;1;7;5775.0;0.005588347261602228
V2;BRIGHT_SQUARE;1;8;5775.0;0.00785517692565918
V2;BRIGHT_SQUARE;1;9;5775.0;0.007603309371254661
V2;BRIGHT_SQUARE;1;10;5775.0;0.005651322278109464
V2;BRIGHT_SQUARE;2;0;7180.0;0.0017726204612038352
V2;BRIGHT_SQUARE;2;1;7180.0;0.001570008017800071
V2;BRIGHT_SQUARE;2;2;7180.0;-0.0005571137775074352
V2;BRIGHT_SQUARE;2;3;7180.0;-0.0012661543759432707
V2;BRIGHT_SQUARE;2;4;7180.0;-0.0010635690255598588
V2;BRIGHT_SQUARE;2;5;7180.0;0.001519365744157271
V2;BRIGHT_SQUARE;2;6;7180.0;-0.0015700242736122825
V2;BRIGHT_SQUARE;2;7;7180.0;-0.0006077506325461648
V2;BRIGHT_SQUARE;2;8;7180.0;-0.00040517070076682353
V2;BRIGHT_SQUARE;2;9;7180.0;0.0028362057425759053
V2;BRIGHT_SQUARE;2;10;7180.0;0.004001043059609153
V2;BRIGHT_SQUARE;3;0;4974.0;0.0017726204612038352
V2;BRIGHT_SQUARE;3;1;4974.0;0.001570008017800071
V2;BRIGHT_SQUARE;3;2;4974.0;-0.0005571137775074352
V2;BRIGHT_SQUARE;3;3;4974.0;-0.0012661543759432707
V2;BRIGHT_SQUARE;3;4;4974.0;-0.0010635690255598588
V2;BRIGHT_SQUARE;3;5;4974.0;0.001519365744157271
V2;BRIGHT_SQUARE;3;6;4974.0;-0.0015700242736122825
V2;BRIGHT_SQUARE;3;7;4974.0;-0.0006077506325461648
V2;BRIGHT_SQUARE;3;8;4974.0;-0.00040517070076682353
V2;BRIGHT_SQUARE;3;9;4974.0;0.0028362057425759053
V2;BRIGHT_SQUARE;3;10;4974.0;0.004001043059609153
