ROI;Condition;Subject;Depth;Vertices;PSC
V3;PS;2;1;742.0;-0.47178103442592917
V3;PS;2;2;742.0;-0.5066363371957517
V3;PS;2;3;742.0;-0.6139946329341833
V3;PS;2;4;742.0;-0.7426011210238876
V3;PS;2;5;742.0;-0.8412010008475286
V3;PS;2;6;742.0;-0.8585394717877699
V3;PS;2;7;742.0;-0.7468762580161002
V3;PS;2;8;742.0;-0.5419655291892022
V3;PS;2;9;742.0;-0.36456118913326263
V3;PS;2;10;742.0;-0.3392327543315391
V3;PS;3;0;1644.0;-0.5794292748381621
V3;PS;3;1;1644.0;-0.6082439608130226
V3;PS;3;2;1644.0;-0.6800448953027302
V3;PS;3;3;1644.0;-0.7735995331130016
V3;PS;3;4;1644.0;-0.8676753290495531
V3;PS;3;5;1644.0;-0.9410397379181012
V3;PS;3;6;1644.0;-0.972460214524362
V3;PS;3;7;1644.0;-0.9423653830320463
V3;PS;3;8;1644.0;-0.8706482113601646
V3;PS;3;9;1644.0;-0.8173774983932665
V3;PS;3;10;1644.0;-0.8444255240577916
V3;PS;4;0;1588.0;-0.8673506416533123
V3;PS;4;1;1588.0;-0.8017397203028035
V3;PS;4;2;1588.0;-0.9137124148751227
V3;PS;4;3;1588.0;-1.1495641749003216
V3;PS;4;4;1588.0;-1.4555904499084529
V3;PS;4;5;1588.0;-1.7780866894295675
V3;PS;4;6;1588.0;-2.063348342993718
V3;PS;4;7;1588.0;-2.258614153033451
V3;PS;4;8;1588.0;-2.333532639278774
V3;PS;4;9;1588.0;-2.2805661158625767
V3;PS;4;10;1588.0;-2.0932010013285467
V3;PS;5;0;1834.0;-0.7546171602818534
V3;PS;5;1;1834.0;-0.5648638619071609
V3;PS;5;2;1834.0;-0.5697217350955017
V3;PS;5;3;1834.0;-0.7018722401056521
V3;PS;5;4;1834.0;-0.8939968371963876
V3;PS;5;5;1834.0;-1.078776986626485
V3;PS;5;6;1834.0;-1.1888941486547193
V3;PS;5;7;1834.0;-1.1603997711235567
V3;PS;5;8;1834.0;-1.0094059819101675
V3;PS;5;9;1834.0;-0.8335289715971446
V3;PS;5;10;1834.0;-0.7340436237771242
V3;PS;6;0;179.0;-0.18214977320932443
V3;PS;6;1;179.0;-0.13608573483741052
V3;PS;6;2;179.0;-0.10681494444096284
V3;PS;6;3;179.0;-0.09396508606367086
V3;PS;6;4;179.0;-0.09716384374922402
V3;PS;6;5;179.0;-0.11603890154131172
V3;PS;6;6;179.0;-0.1502179434836234
V3;PS;6;7;179.0;-0.19831109271097205
V3;PS;6;8;179.0;-0.23475431256729315
V3;PS;6;9;179.0;-0.20937358013869328
V3;PS;6;10;179.0;-0.07089013758506779
V3;CD;0;0;4372.0;-0.5191365935451935
V3;CD;0;1;4372.0;-0.44708287143866654
V3;CD;0;2;4372.0;-0.5614756976101143
V3;CD;0;3;4372.0;-0.7971975262686836
V3;CD;0;4;4372.0;-1.0891308116235208
V3;CD;0;5;4372.0;-1.372158007883773
V3;CD;0;6;4372.0;-1.5811615692585868
V3;CD;0;7;4372.0;-1.6534914031613928
V3;CD;0;8;4372.0;-1.5851166185851568
V3;CD;0;9;4372.0;-1.4316823487485815
V3;CD;0;10;4372.0;-1.2515125657583284
V3;CD;1;0;3407.0;-0.8457181422408865
V3;CD;1;1;3407.0;-0.8548364688031963
V3;CD;1;2;3407.0;-1.022578044106149
V3;CD;1;3;3407.0;-1.2834429321922136
V3;CD;1;4;3407.0;-1.5719311971038594
V3;CD;1;5;3407.0;-1.822542902883556
V3;CD;1;6;3407.0;-1.969778113573772
V3;CD;1;7;3407.0;-1.951228202545793
V3;CD;1;8;3407.0;-1.7779246734136689
V3;CD;1;9;3407.0;-1.5356631834035102
V3;CD;1;10;3407.0;-1.313595530247095
V3;CD;2;0;742.0;0.020524263104202446
V3;CD;2;1;742.0;0.04121999852604561
V3;CD;2;2;742.0;0.013210221846046099
V3;CD;2;3;742.0;-0.04029970328412519
V3;CD;2;4;742.0;-0.09610441321279735
V3;CD;2;5;742.0;-0.13099854428829946
V3;CD;2;6;742.0;-0.12177673285896057
V3;CD;2;7;742.0;-0.04727125147897072
V3;CD;2;8;742.0;0.06527757348324063
V3;CD;2;9;742.0;0.13934863198599923
V3;CD;2;10;742.0;0.09620861434052294
V3;CD;3;0;1644.0;-0.5251309526613949
V3;CD;3;1;1644.0;-0.5162287911166613
V3;CD;3;2;1644.0;-0.5605322394465636
V3;CD;3;3;1644.0;-0.6280927353538105
V3;CD;3;4;1644.0;-0.6889617165411112
V3;CD;3;5;1644.0;-0.7131906207111749
V3;CD;3;6;1644.0;-0.6708308855667102
V3;CD;3;7;1644.0;-0.5346239547617397
V3;CD;3;8;1644.0;-0.34121765154701444
V3;CD;3;9;1644.0;-0.19231832187969394
V3;CD;3;10;1644.0;-0.19255276935265037
V3;CD;4;0;1588.0;-0.6675774244094692
V3;CD;4;1;1588.0;-0.6260377290584024
V3;CD;4;2;1588.0;-0.734806171281544
V3;CD;4;3;1588.0;-0.9499877045033531
V3;CD;4;4;1588.0;-1.2276872821482883
V3;CD;4;5;1588.0;-1.5240098576408083
V3;CD;4;6;1588.0;-1.7950603844053725
V3;CD;4;7;1588.0;-1.997364182189852
V3;CD;4;8;1588.0;-2.0974331991436648
V3;CD;4;9;1588.0;-2.071946056833226
V3;CD;4;10;1588.0;-1.898037755755415
V3;CD;5;0;1834.0;-0.2987715537416491
V3;CD;5;1;1834.0;-0.2131914148222459
V3;CD;5;2;1834.0;-0.26394058565080875
V3;CD;5;3;1834.0;-0.4007225542110594
V3;CD;5;4;1834.0;-0.5732408084867195
V3;CD;5;5;1834.0;-0.7311988364615113
V3;CD;5;6;1834.0;-0.8243001261191563
V3;CD;5;7;1834.0;-0.8048394286892057
V3;CD;5;8;1834.0;-0.6866720479130772
V3;CD;5;9;1834.0;-0.5463236911551979
V3;CD;5;10;1834.0;-0.4631333214639574
V3;CD;6;0;179.0;-0.35386798222447424
V3;CD;6;1;179.0;-0.2724275118472392
V3;CD;6;2;179.0;-0.23198683232525064
V3;CD;6;3;179.0;-0.21876735263095637
V3;CD;6;4;179.0;-0.218990481736804
V3;CD;6;5;179.0;-0.21887762861524104
V3;CD;6;6;179.0;-0.20465020223871516
V3;CD;6;7;179.0;-0.16336122740900683
V3;CD;6;8;179.0;-0.10182039780889153
V3;CD;6;9;179.0;-0.04695026125414546
V3;CD;6;10;179.0;-0.026576225570043938
